89045653461,7804311296,1011917150-0140,,03-Dec-19,20:25:34,341324331,,IND,00:19:25,15,02:32:30,45,,03-Dec-19,23:22:10,21243134,AUS,11.45KB,25,,35.87 KB,67.23
89045653461,7804311296,1011917150-0140,,04-Dec-19,22:25:34,231423141,,IND,00:28:25,18,02:32:30,45.99,,04-Dec-19,02:31:30,22343,AUS,13.45KB,25,,21.34 KB,67.23
89045653461,7804311296,1011917150-0140,,05-Dec-19,19:25:34,234234234,,IND,00:37:25,21,02:32:30,45.99,,05-Dec-29,05:40:50,41234312,AUS,14.45KB,25,,11.87 KB,67.23
89045653461,7804311296,1011917150-0140,,06-Dec-19,22:25:34,54314533,,IND,00:46:25,24,02:32:30,45.99,,06-Dec-19,08:50:10,32432444,AUS,15.45KB,25,,35.87 KB,67.23
89045653462,7804311297,1011917150-0151,,20-Dec-19,20:12:34,9845873244,,IND,00:10:25,12,02:32:30,45.99,,20-Dec-19,20:12:50,21243134,AUS,12.45KB,25,,32.34KB,67.23
89045653462,7804311297,1011917150-0151,,21-Dec-19,20:25:34,341324331,,IND,00:19:25,15,02:32:30,45.99,,21-Dec-19,23:22:10,21243134,AUS,11.45KB,25,,35.87 KB,67.23
89045653462,7804311297,1011917150-0151,,22-Dec-19,22:25:34,2314231412,,IND,00:28:25,18,02:32:30,45.99,,22-Dec-19,02:31:30,22343,AUS,13.45KB,25,,21.34 KB,67.23
89045653462,7804311297,1011917150-0151,,23-Dec-19,19:25:34,234234234,,IND,00:37:25,55,02:32:30,45.99,,23-Dec-19,05:40:50,41234312,AUS,14.45KB,25,,11.87 KB,67.23
89045653462,7804311297,1011917150-0151,,24-Dec-19,22:25:34,54314533,,IND,00:46:25,24,02:32:30,45.99,,24-Dec-19,08:50:10,32432444,AUS,15.45KB,25,,35.87 KB,67.23
89045653463,7804311298,1011917150-0162,,21-Dec-19,20:12:34,9845873244,,IND,00:10:25,12,02:32:30,45.99,,21-Feb-19,20:12:50,21243134,AUS,12.45KB,25,,32.34KB,67.23
89045653463,7804311298,1011917150-0162,,22-Dec-19,20:25:34,341324331,,IND,00:19:25,15,02:32:30,45.99,,22-Dec-19,23:22:10,21243134,AUS,11.45KB,25,,35.87 KB,67.23
89045653463,7804311298,1011917150-0162,,23-Dec-19,22:25:34,231423141,,IND,00:28:25,18,02:32:30,45.99,,23-Dec-19,02:31:30,22343,AUS,13.45KB,25,,21.34 KB,67.23
89045653463,7804311298,1011917150-0162,,24-Dec-19,19:25:34,234234234,,IND,00:37:25,21,02:32:30,45.99,,24-Dec-19,05:40:50,41234312,AUS,14.45KB,25,,11.87 KB,67.23
89045653463,7804311298,1011917150-0162,,25-Dec-19,22:25:34,54314533,,IND,00:46:25,24,02:32:30,45.99,,25-Dec-19,08:50:10,32432444,AUS,15.45KB,25,,35.87 KB,67.23
89045653464,7804311299,1011917150-0173,,16-Dec-19,20:12:34,9845873244,,IND,00:10:25,12,02:32:30,45.99,,16-Dec-19,20:12:50,21243134,AUS,12.45KB,25,,32.34KB,67.23
89045653464,7804311299,1011917150-0173,,17-Dec-19,20:25:34,341324331,,IND,00:19:25,15,02:32:30,45.99,,17-Dec-19,23:22:10,21243134,AUS,11.45KB,25,,35.87 KB,67.23
89045653464,7804311299,1011917150-0173,,18-Dec-19,22:25:34,231423141,,KOREA,00:28:25,18,02:32:30,45.99,,18-Dec-19,02:31:30,22343,AUS,13.45KB,25,,21.34 KB,67.23
89045653464,7804311299,1011917150-0173,,19-Dec-19,19:25:34,234234234,,IND,00:37:25,21,02:32:30,45.99,,19-Dec-19,05:40:50,41234312,AUS,14.45KB,25,,11.87 KB,67.23
89045653464,7804311299,1011917150-0173,,20-Dec-19,22:25:34,54314533,,IND,00:46:25,24,02:32:30,45.99,,20-Dec-19,08:50:10,32432444,AUS,15.45KB,25,,35.87 KB,67.23
89045653465,7804311300,1011917150-0184,,20-Dec-19,20:12:34,9845873244,,IND,00:10:25,12,02:32:30,45.99,,20-Dec-19,20:12:50,21243134,AUS,12.45KB,25,,32.34KB,67.23
89045653465,7804311300,1011917150-0184,,21-Dec-19,20:25:34,341324331,,IND,00:19:25,15,02:32:30,45.99,,21-Dec-19,23:22:10,21243134,AUS,11.45KB,25,,35.87 KB,67.23
89045653465,7804311300,1011917150-0184,,22-Dec-19,22:25:34,231423141,,IND,00:28:25,18,02:32:30,45.99,,22-Dec-19,02:31:30,22343,AUS,13.45KB,25,,21.34 KB,67.23
89045653465,7804311300,1011917150-0184,,23-Dec-19,19:25:34,234234234,,IND,00:37:25,44,02:32:30,45.99,,23-Dec-19,05:40:50,41234312,AUS,14.45KB,25,,11.87 KB,67.23
89045653465,7804311300,1011917150-0184,,24-Dec-19,22:25:34,54314533,,IND,00:46:25,24,02:32:30,45.99,,24-Dec-19,06:50:10,32432444,AUS,15.45KB,25,,35.87 KB,67.23
89045653466,7804311301,1011917150-0195,,15-Dec-19,20:12:34,9845873244,,IND,00:10:25,12,02:32:30,45.99,,15-Dec-19,20:12:50,21243134,AUS,12.45KB,25,,32.34KB,67.23
89045653466,7804311301,1011917150-0195,,16-Dec-19,20:25:34,341324331,,IND,00:19:25,15,02:32:30,45.99,,16-Dec-19,23:22:10,21243134,AUS,11.45KB,25,,35.87 KB,67.23
89045653466,7804311301,1011917150-0195,,17-Dec-19,22:25:34,231423141,,JAPAN,00:28:25,18,02:32:30,45.99,,17-Dec-19,02:31:30,22343,AUS,13.45KB,25,,21.34 KB,67.23
89045653466,7804311301,1011917150-0195,,18-Dec-19,19:25:34,234234234,,IND,00:37:25,21,02:32:30,45.99,,18-Dec-19,05:40:50,41234312,AUS,14.45KB,25,,11.87 KB,67.23
89045653466,7804311301,1011917150-0195,,19-Dec-19,22:25:34,5431453343,,IND,00:46:25,24,02:32:30,45.99,,19-Dec-19,08:50:10,32432444,AUS,15.45KB,25,,35.87 KB,67.23
89045653467,7804311302,1011917150-0206,,12-Dec-19,20:12:34,9845873244,,IND,00:10:25,12,02:32:30,45.99,,12-Dec-19,20:12:50,21243134,AUS,12.45KB,25,,32.34KB,67.23
89045653467,7804311302,1011917150-0206,,13-Dec-19,20:25:34,341324331,,IND,00:19:25,15,02:32:30,45.99,,13-Dec-19,23:22:10,21243134,AUS,11.45KB,25,,35.87 KB,67.23
89045653467,7804311302,1011917150-0206,,14-Dec-19,22:25:34,231423141,,IND,00:28:25,18,02:32:30,45.99,,14-Dec-19,02:31:30,22343,AUS,13.45KB,25,,21.34 MB,60.23
89045653467,7804311302,1011917150-0206,,15-Dec-19,19:25:34,234234234,,IND,00:37:25,21,02:32:30,45.99,,15-Dec-19,05:40:50,41234312,AUS,14.45KB,25,,11.87 KB,67.23
89045653467,7804311302,1011917150-0206,,16-Dec-19,22:25:34,54314533,,IND,00:46:25,24,02:32:30,45.99,,16-Dec-19,08:50:10,32432444,AUS,15.45KB,25,,35.87 KB,67.23
89045653468,7804311303,1011917150-0217,,17-Dec-19,20:12:34,9845873244,,IND,00:10:25,12,02:32:30,45.99,,17-Dec-19,20:12:50,21243134,AUS,12.45KB,25,,32.34KB,67.23
89045653468,7804311303,1011917150-0217,,18-Dec-19,20:25:34,341324331,,IND,00:19:25,15,02:32:30,45.99,,18-Dec-19,23:22:10,21243134,AUS,11.45KB,25,,35.87 KB,67.23
89045653468,7804311303,1011917150-0217,,19-Dec-19,22:25:38,231400141,,IND,00:28:25,18,02:32:30,45.99,,19-Dec-19,02:31:30,22343,AUS,13.45KB,25,,21.34 KB,67.23
89045653468,7804311303,1011917150-0217,,20-Dec-19,19:25:34,234234234,,IND,00:37:25,66,02:32:30,45.99,,20-Dec-19,05:40:50,41234312,AUS,14.45KB,25,,11.87 KB,67.23
89045653468,7804311303,1011917150-0217,,21-Dec-19,22:25:34,54314533,,IND,00:46:25,24,02:32:30,45.99,,21-Dec-69,08:50:10,32432444,AUS,15.45KB,25,,35.87 GB,67.23
89045653499,7804311304,1011917150-023,,12-Dec-19,20:12:34,9845873244,,IND,00:10:25,12,02:32:30,45.99,,12-Dec-19,20:12:50,21243134,AUS,12.45KB,25,,32.34KB,67.23
89045653499,7804311304,1011917150-023,,13-Dec-19,20:25:34,341324331,,IND,00:19:25,15,02:32:30,45.99,,13-Dec-19,23:22:10,21243134,AUS,11.45KB,25,,35.87 KB,67.23
89045653499,7804311304,1011917150-023,,14-Dec-19,22:25:34,231423141,,IND,00:28:25,18,02:32:30,45.99,,14-Dec-19,02:31:30,22343,AUS,13.45KB,25,,21.34 MB,60.23
89045653499,7804311304,1011917150-023,,15-Dec-19,19:25:34,234234234,,IND,00:37:25,21,02:32:30,45.99,,15-Dec-19,05:40:50,41234312,AUS,14.45KB,25,,11.87 KB,67.23
89045653499,7804311304,1011917150-023,,16-Dec-19,22:25:34,54314533,,IND,00:46:25,24,02:32:30,45.99,,16-Dec-19,08:50:10,32432444,AUS,15.45KB,25,,35.87 KB,67.23
89045653498,7804311305,1011917150-024,,17-Dec-19,20:12:34,9845873244,,IND,00:10:25,12,02:32:30,45.99,,17-Dec-19,20:12:50,21243134,AUS,12.45KB,25,,32.34KB,67.23
89045653498,7804311305,1011917150-024,,18-Dec-19,20:25:34,341324331,,IND,00:19:25,15,02:32:30,45.99,,18-Dec-19,23:22:10,21243134,AUS,11.45KB,25,,35.87 KB,67.23
89045653498,7804311305,1011917150-024,,19-Dec-19,22:25:38,231400141,,IND,00:28:25,18,02:32:30,45.99,,19-Dec-19,02:31:30,22343,AUS,13.45KB,25,,21.34 KB,67.23
89045653498,7804311305,1011917150-024,,20-Dec-19,19:25:34,234234234,,IND,00:37:25,66,02:32:30,45.99,,20-Dec-19,05:40:50,41234312,AUS,14.45KB,25,,11.87 KB,67.23
89045653498,7804311305,1011917150-024,,21-Dec-19,22:25:34,54314533,,IND,00:46:25,24,02:32:30,45.99,,21-Dec-69,08:50:10,32432444,AUS,15.45KB,25,,35.87 GB,67.23
